Gen. Ed. (Does not apply if you started after Fall 2016),Area of Inquiry,Code,Core. Curr.,Note,Num.,Course Name,Hours,Prerequisites,Description
CD,,MI,"HU,MI",,HIS 317,American Masculinities,3,,"Investigates the historical development, change, and expression of gender ideals that Americans have labeled manhood, manliness, or masculinity.  Incorporates methodologies from history, gender studies, literary studies, and the social sciences to explore how disparate gender ideals have articulated with distinctions of race, class, gender, sexuality, and nation.  Applies an interdisciplinary approach to provide students with an awareness of the historically and culturally contingent nature of masculinity and how notions of masculine ideality have reinforced or challenged structures of privilege and exclusion.  Develops skills of interdisciplinary gender analysis in the study of historical documents and artifacts."
,,MI,"HU,MI",,HIS 342,"Europe, 1789-1914",3,,"An analytical survey of the ""long 19th century"" from the French Revolution to the First World War, with an emphasis on social, political, and cultural change. Subjects discussed include the following: the political agenda established by the French Revolution, and ideological responses to it (liberalism, conservatism, nationalism, and socialism); the rise of industrial capitalism and its attendant social and political divisions; competing ways of building and controlling the nation-state; democratizing movements of labor and feminism; everyday family life, gender relations, and sexuality; nationalism/imperialism; cultural movements from Romanticism to Realism to Modernism."
,,MI,MI,,HIS 352,Introduction to Digital Humanities,3,,Digital Humanities (DH) is the application and creation of computing and digital tools and formats to and for questions and problems in the humanities disciplines. Students will approach the field through an introduction to its historical development and an examination and evaluation of current projects within the field that demonstrate how the humanities can utilize and shape digital media.
,,MI,"MI,EL",,I M 459,Game Capstone Project I,3,"I M 389, Game Design or Game Art major or Game Design minor or Game Production minor; or completion of all other coursework in computer game technology minor or concentration; or consent of Department Chair","Game development within multi-disciplinary teams. Project work includes advanced game design, software development, art asset creation, and game production concepts. Cross-listed with IM 559, CIS 459, CIS 559."
SF,,MI,MI,,I S 275,Political Economy of the Developing World,3,,"Survey of political, economic, social, and cultural aspects of development. Theories of development, relations between industrial and developing states, impact of domestic institutions and conditions, globalization, and international institutions on the developing world."
,,MI,MI,,I S 307,Science and Politics of Global Climate Change,3,junior standing or permission of instructor,"The complex problem of global climate change will be explored by connecting knowledge and perspectives from the natural and social sciences, concentrating particularly on the links between atmospheric and terrestrial sciences and international studies/political science. Cross-listed with ENS 307."
,,MI,"GP GS,MI",,I S 330,European Integration,3,,"Focus on phenomenon of integration, the movement toward political, economic, and social cooperation and unity on the European continent; examination of history, evolution, current and future development of the European Communities/Union."
,,MI,MI,,LAS 300,Belief Systems: Truth versus Proof,3,"A grade of C or better in MTH115, MTH119, MTH121, or MTH120","Mathematicians and philosophers have been intrigued by questions about the nature of mathematical truth for several centuries.  The techniques used to address these questions are developed, subjected to philosophical analysis, then applied to the belief systems that govern other aspects of the human condition."
,,MI,MI,,M E 280,Introduction Biomedical Engineering,3,Science and Engineering Majors,"Biomedical Engineering is an interdisciplinary field that encompasses biomechanics, biofluidics, medical imaging, bio-instrumentation etc for applications in the medical field. The content introduces a biological overview of the body, from cells to systems, and design and applications of engineering principles to biological systems. The broad objective of this course is to introduce students to the wide landscape early on in their curriculum."
,,MI,MI,,RLS 330,The Human Condition,3,junior/senior standing,"Multidisciplinary examination of the limits and possibilities of human nature. Evolutionary biology, developmental psychology, philosophical ethics, and contemporary religious thought."
,,MI,"MI,SB",,SOC 205,"Immigration: People, Place and Power",3,Sophomore standing or consent of instructor,"This course examines the origins and outcomes of international immigration. Using perspectives and evidence from the social sciences, the natural sciences, and the humanities, we consider issues including the complex social and environmental factors that drive immigration; state, popular and media responses to immigration; and the effects of immigration, both for immigrants and for the nations they leave and enter."
SF,,MI,"GP WC,MI",,WGS 200,Introduction to Women's and Gender Studies,3,,"Provides students with an overview of the perspectives, debates, and scholarship within the interdisciplinary field of Women's and Gender Studies. We will study the social construction of gender and feminist critiques of essentialism, the women's movement since the nineteenth century, women and labor, manhood, body image and the media, women and sports, reproductive justice, violence against women, global activism for gender equality.  WGS 200 emphasizes that gendered experiences are diverse due to differences in race, ethnicity, class, sexuality, nationality, age, etc., and helps students develop the ability to analyze gendered systems and read gender in texts and visual media.  Approved for General Education."
