Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
FIN 422,Financial Analysis,3,,WI,"FIN 322, QM 263","Interpretation and analysis of corporate financial statements. Current annual and interim reports as a source of data for management, stockholders, and creditors."
FIN 423,Advanced Business Finance,3,,,FIN 322 and QM 263,Complex problems of the corporate finance manager. Emphasis on modern finance tools in managerial decision making. Recent literature of corporate finance.
FIN 424,Capital Budgeting,3,,,"FIN 322, QM 263","Long-term capital investment decisions and long-term financing. Strategic wealth creation, general valuation principles, evaluation of net present value rule, alternative capital budgeting methods, ranking projects, taxation, marginal cash flows, and the impact of inflation. Single-investment risk analysis, risk analysis for top management and fully diversified investors, cost of capital, capital structure, dividend policy, interactions between investment and financing decisions, leasing, and capital rationing."
FIN 425,Portfolio Theory and Management,3,,,FIN 325; QM 260 or MTH 122; QM 263 or MTH 326,"Introduction to portfolio theory. Diversification concepts. Market-oriented capital asset pricing model, options pricing model, and arbitage pricing theory. Market efficiency. Relationship of portfolio theory to fundamental and technical analyses. Portfolio management and evaluation techniques."
FIN 426,Financial Research & Modeling,3,,,QM 260; QM 263 or MTH 326; FIN 325,"Modeling financial processes, cash flows, security prices, etc., for decision making. Econometric, distribution-based, Markov and Stochastic Process concepts are employed. Treats risk/uncertainty identification, measurement and management."
FIN 429,Topics in Finance,3,,,,Topics of special interest which may vary each time course is offered. Topic and prerequisite stated in current Schedule of Classes. May be repeated under different topics for a maximum of nine hours credit.
FIN 494,Financial Strategy,3,,,12 hours of finance at 300 or 400 level,"Contemporary review of theory and practice of financial risk management. Principles for managing financial risk are applied to interest rates, exchange rates, and commodity prices. Financial engineering is incorporated into unified ethical and sustainable managerial problem solving and policy decisions designed to achieve successful operations. Supporting financial elements areas are integrated to understand and appreciate their interdependencies and benefits as a culminating academic experience."
FIN 498,Independent Study in Finance,1-3,,,junior/senior standing; 2.5 cumulative grade point average; consent of Department Chair,Studies undertaken by academically qualified students under guidance of a faculty member. Open to Finance and Quantitative Methods Department majors only. May be repeated under different topics for a maximum of six hours credit.
FIN 522,Introduction to Finance,2,,,,"Principles of financial management; financial systems and flow of funds; time value of money and its application; raising and allocation of funds; financial analysis, planning, and forecasting. Cannot be used to satisfy MBA elective or concentration requirements."
FIN 622,Financial Management,4,,,BUS 500 and Foster College of Business Graduate Student or Consent of Associate Dean,Review of essential concepts necessary for foundational support of graduate topics.  Areas of study include the financial framework and analysis of business;  Management of the flow of funds through a company; capital and cash budgeting; valuation problems; risk analysis; evaluation of alternative methods of financing under changing conditions.
FIN 623,Multinational Financial Management,3,,,completion of all MBA prerequisite courses,"How global financial markets accommodate various cultural, legal, economic, and exchange rate systems. How different conventions apply to country-specific accounting, operating, marketing, and financing. Multinational interaction and exposure management are emphasized."
FIN 624,Capital Budgeting,3,,,"completion of foundation courses, FIN 622","Long-term capital investment decisions, policy, concepts, tools and techniques. Builds on NPV decision rule, cash flow, CAPM and APT, real options, and jump process approaches; risk considerations emphasized."
FIN 625,Financial Analysis,3,,,Completion of all MBA prerequisite courses,Contemporary theoretical and applied approaches to analyzing financial health. Managerial implications. Application and interpretation of ratios; univariate and multivariate tools. Financial modeling.
FIN 627,Financial Risk Management,3,,,completion of all MBA prerequisite courses,"Risks induced by input factor, interest rate, and currency exchange rate changes are analyzed for interpretation, reduction, offset, or alternative adjustment. How the firm can enhance financial performance relative to risk taken."
FIN 633,Quantitative Methods in Finance,3,,,consent of department chair,"Emphasizes the mathematical structure of and methods for model solutions in asset and derivative pricing, capital budgeting and real options, financing and liquidity. Includes solutions of systems of equations, complementarity, and optimization. Applications of numerical analysis, integration and differentiation, functional and differential equation solutions."
FIN 636,Fixed Income,3,,,consent of department chair,"Develops term structure models and options based on fixed-income securities. Standard lognormal models, short-term interest rate models, and more complex derivative models."
FIN 637,Derivatives II,3,,,consent of department chair,"Advanced topics in derivative securities. Builds on introduction to derivatives and fixed income course. Develops numerical techniques used to implement pricing methodologies, term structure models, and options based on fixed income securities."
FIN 639,Uncertainty Analysis and Measurement,3,,,Consent of department chair,"The nature and importance of modeling and measuring uncertainty; theoretical and computational approaches to modeling and measuring uncertainty; qualitative and quantitative uncertainty modeling and measurement; computational issues in uncertainty modeling and measurement; simulation, moment generating and characteristic probability functions."
FIN 649,Quantitative Finance Capstone,3,,,consent of department chair,A capstone course that will develop topics of special interest which may vary each time the course is offered. Topic stated in current Schedule of Classes. A maximum of three credit hours of topics courses are allowed.
FIN 655,Practicum in Quantitative Finance,3,,,Graduate Master of Science in Quantitative Methods student in good standing; approval of Director of Master of Science in Quantitative Methods program,"Providing solutions to complex financial problems under faculty supervision, with a financial benefit.  May involve research with faculty.  Up to three hours credit.  Repeatable to a combined total of six credit hours."
FIN 658,Topics in Finance,3,,,,Topics of special interest which may vary each time the course is offered. Topic stated in current Schedule of Classes.
FIN 659,Topics in Quantitative Finance,3,,,Consent of department chair,Topics of special interest which may vary each time the course is offered. Topic stated in current Schedule of Classes.
FIN 660,Readings in Finance,1-3,,,Consent of instructor and director of graduate programs. ,"Individual readings for qualified students, under the guidance of a member of the faculty. Repeatable to a maximum of 3 credit hours."
