Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
ETE 230,Adapting Curriculum to Support Inclusive Environments,3,,,"ETE 115; ETE 116; ETE 210; one of: ETE 215, ETE 216, or concurrent enrollment","Exploration of foundational knowledge of characteristics of individuals with exceptionalities, diversity, populations who are at risk, and English Language Learners. Enhance knowledge and performance of individuals with exceptionalities by developing and adapting curriculum materials that meet individual needs within inclusive environments. Response to Intervention outcomes and appropriate evidence-based strategies that support successful inclusion are discussed. Preparation for Teacher Performance Assessment. This course meets foundation knowledge for LBS I certification."
ETE 232,Meeting the Needs of All Students within the Disciplines,2,,,ETE 115; ETE 116; ETE 210; ETE 219 or concurrent; ETE 215 or concurrent for K-12 ART OR ETE 216 or concurrent for MSE and High School OR ETE 280 or concurrent for K-12 Music,"ETE 232 provides foundational knowledge of individuals with exceptional learning needs (ELN) with an overview of categories and characteristics. Emphasis is on co-teaching and collaborative alignment of appropriate adaptations, accommodations and modifications to IEPs and 504 plans that support successful inclusion. Preparation for Teacher Performance Assessment."
ETE 234,Language Development,3,,,ETE 115; ETE 116 or concurrent enrollment; ETE 210 or concurrent enrollment,"Language acquisition theory and processes, stages of language development, verbal and non-verbal communication. Emphasis on language differences and diversity, including minority groups, language disorders, and English as a second language. Planning opportunities supporting language use in its various forms to enrich further development. Preparation for Teacher Performance Assessment. ETE 234 is one course that meets criteria for the Illinois ECSE Approval."
ETE 235,Methods of Teaching English Language Learners,3,,,ETE 115; ETE 116; ETE 210 or concurrent enrollment; either ETE 215 or concurrent enrollment OR ETE 216 or concurrent enrollment,Addresses language development and methods for teaching English Language Learners (ELL). Topics include theories of second language acquisition as well as a variety of instructional strategies in the language arts and other content areas. Emphasis will be placed on the social and cultural needs of the ELL and the examination of pre-service teachers' own culture and its impact on their practice. Preparation for Teacher Performance Assessment. There is fieldwork expected for the class.
ETE 236,Assessment of English Language Learners,3,,,ETE 235 or concurrent enrollment,"Covers fundamental basics of testing and assessment of the English Language Learner (ELL), prevalent in today's classrooms. Included are formal and informal assessment strategies; construction and use of teacher-made tests of student learning; interpretation and use of standardized tests, report cards, and grading; reporting procedures; and examination of how to utilize evaluation and assessment to strengthen instruction, differentiate assessment for ELLs, and contribute to positive learner development. There is fieldwork expected for the class."
ETE 237,Practicum for Teaching English Learners I,1,,,ETE 235 or concurrent enrollment,"Candidates engage in a minimum of 40 hours of directed observations and teaching of English Language Learners in an appropriate PK-12 academic setting. Candidates collaborate with the classroom teacher or ESL teacher to plan and implement instruction for small groups and individuals. Candidates complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of language development for English learners. Weekly seminar."
ETE 240,Practicum for Teaching English Learners Part 2,2,,,"ETE 237, or permission of the Associate Dean & Director of the Department of Education, Counseling, and Leadership","Candidates engage in a minimum of 67 hours of directed observations and teaching of English Language Learners in an appropriate PK-12 academic setting. Candidates collaborate with the classroom teacher or ESL teacher to plan and implement formative assessments and instruction for whole class, small groups and individuals. Candidates complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of language development for English learners. Weekly seminar."
ETE 245,American Sign Language I,3,,,,"General introduction to sign language of the deaf; information regarding the culture of the deaf. Finger spelling and signing skills, which enable signing at a conversational level both receptively (seeing and understanding) and expressively (signing). Available to students from any major throughout the university."
ETE 260,Children's Literature,3,,,"Major in an education program or consent of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Types, genres, authors, and illustrators of books for children from birth through middle school. Emphasis on literature response activities; planning and assessing a literature-based curriculum. Analysis of current trends, issues, and the impact of children's literature."
ETE 270,Physical Development and Health,1,,,Must be enrolled in education program,"A variety of health and nutrition topics about which teachers all levels must be knowledgeable. Must document certification in CPR and First Aid, and plan lessons for health instruction as part of the requirements. Topics examine nutrition; communicable diseases; relationship between fitness and systems of the body; principles of personal, interpersonal, and community health; mental health; and safety. Preparation for Teacher Performance Assessment."
ETE 280,"Exploring Diversity: Learners, Families, And Communities",3,CD,GP WC,,"The socialization and enculturation of learners in the context of their families, communities, and cultures. Awareness, acceptance, and appreciation of diversity, whether resulting from cultural or ability differences. Emphasis on the teacher's role in involving, educating, and communicating with parents as partners in the educational process. Professional advocacy that supports an inclusionary, multicultural, antiracist, democratic, non-sexist, and global curriculum. ETE 280 is one course that meets criteria for the Illinois ECSE Approval."
ETE 291,Assistive Technology for Individuals with Special Needs,3,,,"ETE 115; ETE 116; ETE 210; one of: ETE 215, ETE 216, or concurrent enrollment","Addresses the assistive technology (AT) evaluation, selection, and application process for individuals with disabilities in school, the workplace and the community. Emphasis on assessment of the individual, environment, and tasks required of the person prior to evaluation of technologies and adaptations that enable the individual to function as fully as possible in his/her daily lives. Through illustrations and case examples students will obtain knowledge and skills required for the use of AT devices or adaptations and factors to consider in the selection and implementation processes. Preparation for Teacher Performance Assessment."
ETE 301,Novice Teaching Experiences in Music Classrooms K-8,1,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 345 or concurrent enrollment; concurrent enrollment in ETE 351; concurrent enrollment in ETE 310","Engage in a supervised teaching experience in a K-8 school music learning environment. Collaborate with the classroom teacher to plan and implement formative assessments and instruction for whole class, small groups, and individuals. Candidates complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of equity, diversity and social and emotional awareness. Includes Teacher Performance Assessment. Weekly seminar."
ETE 302,Novice Teaching Experience in High School Music,1,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; concurrent enrollment in ETE 352; ETE 345 or concurrent enrollment; ETE 310 or concurrent enrollment","Engage in a supervised teaching experience in a high school music learning environment. Collaborate with the classroom teacher to plan and implement formative assessments and instruction for whole class, small groups, and individuals. Candidates complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of equity, diversity, and social and emotional awareness. Includes Teacher Performance Assessment. Weekly seminar."
ETE 303,Novice Teaching Experience in K-12 Classrooms,3,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 345 or concurrent enrollment; ETE 386 or concurrent enrollment, or ETE 387 or concurrent enrollment; concurrent enrollment in ETE 310","Engage in a supervised teaching experience in an elementary or middle school learning environment. Collaborate with the classroom teacher to plan and implement formative assessments and instruction for whole class, small groups, and individuals. Candidates complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of equity, diversity and social and emotional awareness. Includes Teacher Performance Assessment. Weekly seminar."
ETE 304,Early Childhood Novice Teaching Experience,3,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; either ETE 328 or concurrent enrollment or ETE 443 or concurrent enrollment; ETE 345 or concurrent enrollment; ETE 310 or concurrent enrollment","Engage in supervised teaching experience in a preprimary special education learning environment. Collaborate with the classroom teacher to plan and implement formative assessments and instruction for whole class, small groups, and individuals. Complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of equity, diversity and social and emotional awareness. Includes Teacher Performance Assessment. Weekly seminar."
ETE 305,Novice Teaching Experience in a LBSI Setting,3,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 391 or ETE 393; ETE 345 or concurrent enrollment; ETE 310 or concurrent enrollment","Engage in a supervised teaching experience in a special education learning environment. Collaborate with the classroom teacher to plan and implement formative assessments and instruction for whole class, small groups, and individuals. Candidates complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of equity, diversity and social and emotional awareness. Includes Teacher Performance Assessment. Weekly seminar."
ETE 306,Novice Teaching Experience Grades 1-6,3,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 313 or ETE 315; at least two of the following: ETE 313, 315, 335, 336, 339; ETE 345 or concurrent enrollment or permission of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Engage in a supervised teaching experience in an elementary school learning environment. Collaborate with the classroom teacher to plan and implement formative assessments and instruction for whole class, small groups, and individuals. Complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of equity, diversity, and social and emotional awareness. Includes Teacher Performance Assessment. Weekly seminar."
ETE 307,Novice Teaching Experience in Grades 5-8,3,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; at least 2 courses in concentration; concurrent enrollment in content-specific methods course appropriate to the student's teaching area (ENG 392, ETE 355, ETE 356, ETE 357); ETE 345 or concurrent enrollment; concurrent enrollment in ETE 310","Engage in a supervised teaching experience in a middle school learning environment. Collaborate with the classroom teacher to plan and implement formative assessments and instruction for whole class, small groups, and individuals. Complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of equity, diversity and social and emotional awareness. Includes Teacher Performance Assessment. Weekly seminar."
ETE 308,Novice Teaching Experience in the High School,3,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 345 or concurrent enrollment; concurrent enrollment in content-specific methods course appropriate to the student's teaching area (ETE 373, ETE 374, ETE 375, ETE 378, or ENG 472); concurrent enrollment in ETE 310, or consent of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Engage in a supervised teaching experience in a high school learning environment. Collaborate with the classroom teacher to plan and implement formative assessments and instruction for whole class, small groups, and individuals. Candidates complete weekly reflections analyzing the learning environment of their classroom, specifically addressing issues of equity, diversity and social and emotional awareness. Includes Teacher Performance Assessment. Weekly seminar."
ETE 310,Teacher Performance Assessment,1,,WI,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; major in an education program or consent of Associate Dean & Director of the Department of Education, Counseling, and Leadership.; concurrent enrollment in one of: ETE 301, ETE 302, ETE 303, ETE 304, ETE 305, ETE 306, ETE 307, ETE 308","Prepares preservice teacher to complete the education teacher performance assessment (edTPA) required for licensure. Gain skills needed to complete a TPA based upon integration of education program objectives and the novice teaching experience. Analyze the context for learning in the classroom, plan a unit of instruction including adaptations for diverse learners, teach the unit while attending to academic language, assess student learning. Make video recording of the unit teaching and collect student work samples. Reflect on the pedagogical decisions in a formal manner, citing research as justification for the choices. Completed edTPA is evaluated locally and feedback is provided to the candidate. Satisfactory/Unsatisfactory"
ETE 313,"Methods of Literacy I: Reading, Writing and Language Grades 1-2",3,,"EL,WI","Advancement to degree candidacy in the Department of Education, Counseling, and Leadership","Addresses literacy instruction in first and second grade including reading, writing, listening, speaking, viewing, and visually representing, including accommodations of exceptionality and diversity using developmentally and culturally appropriate practices. Key topics examine theories of literacy development, emergent literacy, phonemic awareness, phonics, fluency, writing process, literacy assessment, and planning for individual learners. Classroom applications are included. Five to ten hours in a local classroom are required. Preparation for Teacher Performance Assessment."
ETE 315,"Methods of Literacy II: Reading, Writing and Language: Grades 3-8",3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership","Addresses total literacy instruction for learners at all levels 3-8: Reading, writing, listening, speaking, viewing, and visually representing. It addresses research-based approaches to literacy instruction for the grade school student, including accommodations of exceptionality and diversity using developmentally and culturally appropriate practices. Key topics: the reading and writing processes, vocabulary and comprehension, literacy assessments, planning for individual learners, integrating the language arts into the content areas and preparing students for the state writing assessment. Preparation for Teacher Performance Assessment."
ETE 322,Emergent Literacy: Reading and Writing Across the Curriculum,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership","Processes, themes, and practices that support the development of reading, writing, speaking, listening, and thinking in children from birth through age 8. A continuum of instructional practices, including contextualized application of phonemic, graphemic, morphemic, and syntactical concepts, that facilitate the emergence of literacy. Preparation for Teacher Performance Assessment."
ETE 324,Early Childhood Special Education Methods,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership","Providing developmentally and culturally appropriate activities to infants and young children with special needs. History and evolution of early intervention services, teaming, collaboration, service coordination, development of Individualized Family Service Plans and Individualized Educational Plans, adaptation of curriculum, instructional models which promote interaction and independence, inclusionary programs, transitional planning. Preparation for Teacher Performance Assessment. ETE 324 is one course that meets criteria for the Illinois ECSE Approval."
ETE 328,Early Childhood Methods,6,,MI,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership","Strategies for teaching language arts, science, mathematics, social studies, art, music, and movement in preprimary and primary grades within an integrated, thematic curriculum. Emphasis on the role of play, learning environments, creative and critical thinking, problem solving, acknowledgment and accommodations of exceptionality and diversity, transitions, horizontal relevance, and developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 335,Methods of Teaching Social Studies Grades 1-6,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership","Content and methods of teaching social studies in grades 1-6, including accommodations of exceptionality and diversity using developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 336,Methods of Teaching Science Grades 1-6,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership.; SCI 10x","Plan, implement, and evaluate a science program for children in grades 1-6. Emphasis on the nature of school science, students' misconceptions, and meaningful science activities, including accommodations of exceptionality and diversity using developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 339,Methods of Teaching Mathematics Grades 1-6,3,,WI,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 108 or concurrent enrollment","Emphasis on teaching strategies, materials, and organizational plans related to the grades 1-6 mathematics curriculum. Work with Common Core Standards in Math as well as National Council of Teachers of Mathematics is integrated throughout the semester. Focus on active involvement of students in the learning process. Future teachers learn about and plan lessons including appropriate teaching strategies, mathematical projects, accommodations of exceptionality and diversity using developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 345,"Guiding Learners: Creating Safe, Inclusive Learning Enviro Environments",3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership.; concurrent with appropriate Novice Teaching course (ETE 301, ETE 302, ETE 303, ETE 304, ETE 305, ETE 306, ETE 307, ETE 308) or permission of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Emphasis on theories of guidance and learner-centered instruction including Response to Intervention (RtI) strategies for positive behavioral supports. Classroom management that is developmentally and culturally appropriate practice to nourish natural curiosity, develop problem-solving skills, acknowledge and accommodate learners with exceptionalities, including diverse cultures, students at risk, and English Language Learners, and develop a sense of community for success of all learners within inclusive environments. Preparation for Teacher Performance Assessment."
ETE 350,Topics in Teacher Education,1-6,,,"consent of instructor and Associate Dean & Director of the Department of Education, Counseling, and Leadership",Topics of special interest which may vary each time course is offered. Topic stated in current Schedule of Classes. May be repeated under different topics for a maximum of 6 hours credit.
ETE 351,Music Methods Grades K-8 for Music Majors,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; concurrent enrollment in ETE 301; ETE 310 or concurrent enrollment",Methods and materials appropriate for teaching music in grades K-8. Observations in the public schools; planning the K-8 music curriculum; experience teaching lessons in all areas of classroom music. Discussion on accommodations of exceptionality and diversity using developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment.
ETE 352,High School Music Methods for Music Majors,3,,,,"Methods of teaching music in the high schools; administration of a music department. Instrumental and choral programs, general music, and high school music theory. Emphasis on development of a philosophy of music education. Discussion on accommodations of exceptionality and diversity using developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 355,Methods of Teaching Middle School Social Studies,3,,,Advancement to degree candidacy; ETE 216; ETE 369; concurrent with ETE 307,"Content and pedagogy of middle school social studies, including history, psychology, and the general social science areas. Designing and implementing social studies instruction and curriculum using a variety of approaches. Emphasis on instructional planning, assessment of student performance, motivational strategies, reading diagnostic techniques, learning environments, creative and critical thinking, problem solving, acknowledgement and accommodations of exceptionality and diversity, and developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 356,Methods of Teaching Middle School Science,3,,,Advancement to degree candidacy; ETE 216; ETE 369; SCI 10X and SCI 30x; concurrent in ETE 307,"How to plan, implement, and evaluate a science program for middle school students. Emphasis on the nature of school science, students' misconceptions, and meaningful science activities. Preparation for Teacher Performance Assessment."
ETE 357,Methods of Teaching Middle School Mathematics,3,,,Advancement to degree candidacy; ETE 108; ETE 216; ETE 369; concurrent in ETE 307,"Emphasis is placed on teaching strategies, materials, and organizational plans related to the 5-8 mathematics curriculum. Assessment strategies appropriate for middle school mathematics are addressed. Focus is on active involvement of students in the learning process and the use of National Council of Teachers of Mathematics (NCTM) Standards and Common Core State Standards - Mathematics (CCSSM). Preparation for Teacher Performance Assessment."
ETE 368,Content Reading for All Students,2,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership","Relationship between learning to read and reading to learn; all aspects of literacy as applied to instruction. Primary focus on understanding a wide range of literacies and how to integrate literacy while teaching subjects that include mathematics, social studies, sciences, English, music, art, and family/consumer sciences. Emphasis on helping all readers, including students with English as a second language, students with reading difficulties, and students with special needs. Evaluation of the appropriateness of classroom resources such as textbooks, e-textbooks, lab manuals, course software, and online supplements. Preparation for Teacher Performance Assessment."
ETE 369,Assessing All Students,2,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership","For future classroom teachers, instructional assessment, that meets the needs of students and the objectives of the discipline, is essential. Writing instructional objectives, constructing formative and summative teacher-made assessments, designing authentic assessments, analyzing assessment data, interpreting standardized test scores, and addressing needs of learners is part of the curriculum. Emphasis on diversity using developmentally and culturally appropriate practices. Preparation forTeacher Performance Assessment."
ETE 373,Methods of Teaching High School Mathematics,3,,WI,Advancement to Candidacy; ETE 369; concurrent with ETE 308,"Emphasis on teaching strategies, curriculum materials, instructional planning, assessment of student performance, learning environments, creative and critical thinking, problem solving, and classroom organization related to the 9-12 mathematics curriculum. Focus is on active involvement of students in the learning process. Designing and implementing mathematics instruction and curriculum using a variety of approaches, appropriate utilization of mathematical technology, acknowledgment and accommodations of exceptionality and diversity, and developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 374,Methods of Teaching High School Science,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 369; SCI 10x or concurrent; concurrent enrollment in ETE 308","Content and pedagogy of high school science. Designing and implementing science instruction and curriculum using a variety of approaches including project-based science. Emphasis on instructional planning, assessment of student performance, learning environments, creative and critical thinking, problem solving, acknowledgment and accommodations of exceptionality and diversity, and developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 375,Methods of Teaching High School Social Studies,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 375; concurrent enrollment in ETE 308","Content and pedagogy of high school social studies, including family and consumer sciences, history, psychology, and general social science. Designing and implementing social studies instruction and curriculum using a variety of approaches. Emphasis on instructional planning, assessment of student performance, motivational strategies, microteaching, reading diagnostic techniques, learning environments, creative and critical thinking, problem solving, acknowledgment and accommodations of diversity and exceptionality, and developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
ETE 378,Methods of Teaching Family & Consumer Science,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 369; concurrent enrollment in ETE 308","Content and pedagogy in family and consumer sciences for grades 9-12. Designing and implementing instruction and curriculum using a variety of approaches including project-based family and consumer sciences. Emphasis on instructional planning, assessment of student performance, learning environments, creative and critical thinking, problem solving, acknowledgment and accommodations of exceptionality and diversity, and developmentally and culturally appropriate practices. Preparation for Teacher Performance Assessment."
