Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
PSY 315,Child Psychopathology,3,,,PSY 303 or PSY 350;   PSY 311 or PSY 356,"Psychological disturbances of childhood, including intellectual disabilities, autism, depression, anxiety, conduct disorder, and attention deficit disorders. Current knowledge of symptoms, prevalence, course, etiology, treatment, and prevention."
PSY 319,Positive Psychology,3,,,PSY 101 or equivalent,The scientific study of human psychological strengths and virtues. Empirical analysis and application of the experiences that allow persons to thrive and flourish.
PSY 320,Human Factors Psychology,3,,,PSY 101; PSY 205 or equivalent,"Introduction to psychological concepts and methods relevant to human-machine system design. Emphasis on issues related to human sensory, perceptual, cognitive, and motor performance. Survey of current areas of application."
PSY 321,Industrial and Organizational Psychology,3,,,PSY 101 or equivalent,"Job analysis, psychological testing, interviewing, performance appraisal, employment law, leadership, motivation, training, job satisfaction, organizational theory, and research methods."
PSY 324,Intermediate Statistics for Psychology,3,,,PSY 205 or both QM 262 and QM 263 or equivalent,"Conceptual foundations of hypothesis testing, introduction to meta-analysis and its procedures, exploration of multiple regression/correlation and applications such as factor analysis."
PSY 341,Undergraduate Practicum: Child Study Center,1-3,,EL,PSY 350 or PSY 303,Supervised work in the applied setting of a preschool classroom. A maximum of 6 hours of practicum coursework (PSY 341 and PSY 342) is allowed.
PSY 342,Undergraduate Practicum: Community Agency,1-3,,EL,Junior standing in psychology and consent of instructor,Supervised work in applied settings such as mental health clinics and counseling centers. A maximum of 6 hours practicum coursework (PSY 341 and 342) is allowed.
PSY 350,Developmental Psychology,3,,,PSY 101 (C or better) and PSY 206; or consent of instructor,"Critical examination of research and theory on cognitive, physical, and social development from prenatal through late childhood periods.  Note: This course is not open to students who have completed PSY 303."
PSY 352,Personality Psychology,3,,,PSY 101 (C or better) and PSY 206; or consent of instructor,"Critical examination of modern personality science, including major personality theories and contemporary personality research.  The study of personality in relation to assessment, social behavior, environmental influences, culture, gender, cognition, physiology, behavioral genetics, and other topics."
PSY 354,Social Psychology,3,,,PSY 101 (C or better) and PSY 206; or consent of instructor,"Theories, research findings, and methods of social psychology. Topics include person perception, attitude change, interpersonal attraction, aggression, competition, group processes, and leadership."
PSY 356,Abnormal Psychology,3,,,PSY 101 (C or better) and PSY 206; or consent of instructor,"Critical examination of research and theory in psychopathology and behavior disorders including the etiology, assessment, and treatment of major forms of psychological disorders.  Note: This course is not open to students who have completed PSY 311."
PSY 360,Psychology of Learning,3,,,PSY 101 (C or better) and PSY 206; or consent of instructor,Variables and conditions that affect the learning process; theories of learning.
PSY 362,Cognitive Psychology,3,,,PSY 101 (C or better) and PSY 206; or consent of instructor,"Attention, memory, language use, problem solving, and artificial intelligence."
PSY 364,Behavioral Neuroscience,3,,,"PSY 101 (C or better), PSY 201, and PSY 206; or consent of instructor","Physiological bases of behavior; emphasis on the neural structure and functional concomitants of receptor and effector processes, motivation, emotion, and learning."
PSY 365,Behavioral Neuroscience Laboratory,1,,,Concurrent enrollment in PSY 364,Optional laboratory course for students concurrently enrolled in PSY 364. Includes sheep brain dissection.
PSY 366,Sensation & Perception,3,,,"PSY 101 (C or better), PSY 201, and PSY 206; or consent of instructor",Physiology of the senses; processes by which sensory stimulation produces perceptual experiences.
PSY 400,Honors Research,3,,WI,PSY 206; junior standing; honors program participant or instructor consent,"Completion of an honors thesis proposal in psychology. Topics include preparing a literature review, design and methods in psychology, hypothesis testing using statistical analyses, ethics in research, and professional issues pertaining to psychological research."
PSY 405,Social Affective Neuroscience,3,,,"PSY 201, PSY 206; or instructor consent","Delves into current insights, debates, and research on social and emotional behavior and its neural basis. Course goals include providing an introduction to the theoretical, methodological, and intellectual challenges that influence these fields and their growth. Additionally, the course is designed to give a broad overview of current research and theory in the social and affective neurosciences, particularly where these two domains intersect, and explore how knowledge of neural systems, neuroendocrine function, functional neuro-anatomy, and neurochemistry can or cannot provide insights into social and emotional behavior. Cross-listed with NEU 405."
PSY 411,Tests and Measurement,3,,WI,PSY 205 or equivalent; PSY 206; junior/senior standing,"Types of psychological tests, psychometric properties of tests, development and analysis of test items."
PSY 414,Cognitive Development,3,,,PSY 350 or ETE 225; PSY 206; 9 hours of psychology,"Provides an overview of cognitive change during childhood. Theoretical perspectives and research findings in major areas such as infant cognition, memory, language, concept formation, number, problem-solving, and social cognition. Applied issues pertaining to developmental disabilities and education will also be considered."
PSY 417,Clinical Psychology,3,,,PSY 206; PSY 356 or equivalent,"Issues in psychological assessment and psychotherapy, with an emphasis on empirical support of theories, techniques, and outcomes."
PSY 420,Psychology of Addiction,3,,,"PSY 201, PSY 206","Drug use and abuse will be explored from psychological, biological, and treatment perspectives. Students will gain an understanding of the history of drug use and drug policy, and will be encouraged to identify sociological factors that promote abuse and incarceration. Students will be introduced to advanced pharmacological principles, neuroanatomy, and the neuroscientific basis of drug abuse. Theories of addiction and contemporary treatment and prevention paradigms will be explored."
PSY 439,History of Psychology,3,,WI,15 hours of psychology or consent of instructor; PSY 206,"Conceptual origins, problems and controversies, and ideas that gave rise to modern psychology."
PSY 452,Personality Theories and Theorists,3,,,PSY 206; PSY 356 or consent of instructor,"Comprehensive survey of views on structure and function of personality, contemporary research, and methods of assessment."
PSY 474,Cross-Cultural Psychology,3,,,PSY 206; or consent of instructor,"Major theories, research methods, and empirical findings in cross-cultural psychology.  The role of culture in understanding and explaining mental health, interpersonal relationships, personality, cognition, sexual functioning, emotion, and other topics."
PSY 481,Reading,0-3,,,PSY 206; consent of instructor,"Directed reading by qualified students, with faculty guidance. May be repeated for a maximum of 6 hrs. credit."
PSY 491,Research,0-3,,,PSY 206; consent of instructor,"Directed research by qualified students, with faculty guidance. May be repeated for a maximum of 6 hours credit."
PSY 495,Directed Research Experience,0-3,,EL,PSY 206 or equivalent; concurrent enrollment in PSY 481 or PSY 491; consent of instructor,"Students conduct psychological research, which may include reviewing literature, designing studies, collecting and analyzing data, and communicating results in a scientific presentation or paper. May be repeated for a maximum of 6 hours credit."
PSY 499,Advanced Special Topics,1-3,,, 9 hours of psychology or consent of instructor; PSY 206,"Advanced study of special issues related to applied and/or theoretical psychology, which may vary each time course is offered. Topic stated in current Schedule of Classes. May be repeated under a different topic for a maximum of 6 hours credit."
PSY 681,Readings I,1-3,,,graduate standing and prearrangement with instructor,Readings in area selected by student.
PSY 682,Readings II,1-3,,,graduate standing and prearrangement with instructor,Readings in area selected by student.
PSY 691,Research I,0-3,,,graduate standing and prearrangement with instructor,Research in area selected by student. May be repeated for a maximum of 12 hours of credit.
PSY 692,Research II,1-3,,,graduate standing and prearrangement with instructor,Research in area selected by student.
