Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
BUS 599,Independent Study,1-6,,,With approval of the Associate Dean,"Studies undertaken by academically qualified students under the guidance of a faculty member, with the approval of the Associate Dean."
BUS 610,Graduate Business Practicum,0-3,,,Graduate student in good standing and approval of FCB Associate Dean,"This course helps the business consultant develop the statistical and decision analysis skills required for evidence-based management, providing training in the application of statistical and decision analysis tools that students need for preparation of two consultant reports.  The course relies on an interactive, experiential approach, performed through simulation in an on-line context."
BUS 615,Executive Coaching,1,,,,"To effectively lead today's organizations, executives need ongoing support to navigate interpersonal and organizational challenges while developing their leadership skills and competencies. While immersed in the EMBA program, students also face challenges in negotiating coursework, learning team dynamics, and work-life balance, all while their leadership skills undergo scrutiny and transformation. Executive coaching is a personalized experience to support students while in the intensely developmental EMBA program."
BUS 621,"Leadership Immersion: Awareness, Connection, Impact",2.5,,,,"Internalization of self-awareness perspectives through consideration of various leadership models, discussion, and practice. In-depth analysis of the strengths and development needs of participants through 360-degree feedback. Important interpersonal skill foundations in communication, conflict resolution, and trust building are emphasized."
BUS 623,Scanning the Environment,0.5,,,,Uncertainty in business planning caused by the external environment. Utilization of a conceptual model to organize and frame the discussions of the macroenvironment in which the firm operates. Graded Satisfactory/ Unsatisfactory.
BUS 625,External Economic Environment,1,,,,"Provide a broad overview of the economic environment in which business firms and consumers carry out their individual economic activities. Review the institutional structure, the social goals, and implicit values of the market system and how they establish the parameters within which choices are made. Overview of how and why business cycles occur. How economic policy, both monetary and fiscal, have impacted the business cycle."
BUS 627,Managing Product & Process Technology,1,,,,Exposure to processes for shaping product technology and process technology decisions within firms.  The course centers on skills related to identifying and managing a firm's technology platforms and their deployment in products and services; mapping and improving processes; managing the cross-functional interactions associated with product and process improvement; and communicating technology issues effectively to senior leaders. Prerequisite:
BUS 629,Cost Management,1.5-2,,,,Analysis of the nature of cost. Techniques for accumulation of costs incurred in production and assignment of those costs to products. Methods for reduction and management of non-value-added costs.
BUS 631,Competition and Pricing,1,,,,"Elasticity measurement of market response to price, income, and other influences on competitive structure from commodities to monopoly; pricing strategies based on competitive environment; price, output, and product development for competition among few firms; the techniques of Cournot, Stackelberg, and Von Neumann."
BUS 633,Creating & Maintaining Customer Satisfaction,3,,,,"Customer-focused topics, including effective and efficient product delivery, identifying customer segments that can be served by the firm, offering customer value, and building brand and corporate loyalty."
BUS 635,Communication Workshop,2,,,,"Business writing and presentation skills will be learned and strengthened through practice and coaching. In addition to in-class assignments, students will be coached through various writing and presentation opportunities throughout the EMBA curriculum in order to reinforce the tools developed.  Executive communication internal to the organization and to external stakeholders, utilizing various media outlets, will receive primary emphasis."
BUS 637,Attracting & Developing Talent,1.5-2,,,,Expose students to the challenges of attracting talent and provide advice on how to develop talent within an organization. Complexities of recruiting in difficult labor markets. Continuous improvement mechanisms to stimulate ongoing talent development.
BUS 639,Building Employee Commitment,1.5-2,,,,"Key themes and practical approaches for enhancing motivation and building high levels of commitment and continuing dedication throughout the workforce. Financial and intrinsic reward systems are emphasized, as are the keys to developing a culture of involvement and credibility."
BUS 643,Legal Issues in Business,1,,,,"General overview of the legal principles and concepts that enable executives to understand and address legal issues they frequently encounter in business.  It provides practical, real world approaches to important employment, contractual and other issues facing employers and executives, including the hiring/recruiting process,employee behaviors, discipline and termination, and starting a business."
BUS 645,Acquiring Capital & Making Investment Decisions,3,,,,"Planning and strategies involved in identifying value-enhancing capital projects. Interpreting cash flow figures, identifying risk factors, and employing risk analysis techniques. Strategies for acquiring capital and understanding the impact of capital structure on firm value."
BUS 647,Global Environment & Issues,3,,,,"Provide an understanding of the forces shaping the international economy. Provide frameworks and guidelines for gathering, sorting, and assessing complex global and regional information to contribute to understanding organizations‹¨« strategies and tactics. Emphasis on leadership issues and diverse cultures."
BUS 649,Developing Strategy,2,,,,"Provide an effective planning framework to integrate strategies with different functional areas. All of the functional areas will be integrated within the strategic planning framework. Emphasis on strategic planning as an ongoing, fluid process that evolves over time and adapts to environmental changes."
BUS 651,Performance Measurement & Control Systems,2,,,,Techniques for creation of profit plans and monitoring of success. Design and use of broad-based performance measures such as the balanced scorecard. Identification and control of risks that threaten the attainment of objectives.
BUS 653,Strategic Positioning & Maximizing Performance,2.5,,,,"Expose managers to factors that impact different performance measures and provide strategies that maximize performance. Achieve balance at many different levels; incremental/radical strategies, flexibility/control, resources/capabilities, and growth/continuous improvement."
BUS 655,Leading Successful Change,1-1.5,,,,"Background, insights, and skills in how to effectively challenge the status quo, create new directions, and lead organizations to embrace and successfully implement needed change. Examination of the forces for change and dynamics of resistance. Participants examine their personal style of change and apply change management and project management strategies to their respective organizations."
BUS 658,EMBA Topics,0.5-5,,,,Topics of special interest which may vary each time course is offered. May be repeated under different topics for a maximum of 5.0 hours credit. Topic stated in current Schedule of Classes. Graded Satisfactory/Unsatisfactory.
BUS 672,Assessing Privacy & Security Threats,1,,,,"Current and emerging threats to personal privacy and organizational security. Topics will include proper account management, social media use, risks of the internet of things, surveillance capitalism, and how to anonymize your digital life to avoid becoming a victim of data breaches. Techniques hackers use to exploit common vulnerabilities will be demonstrated. An introduction to the various technical and administrative aspects of information security and assurance will be discussed to provide a foundation for protecting information assets, determining the levels of protection and response to security incidents, and designing a consistent information security posture."
BUS 681,Professional Development,1-3,,,consent of graduate program director,"Apply professional knowledge and skills in a team environment on not-for-profit, international, or research project. May be repeated for a maximum of three hours credit."
