Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
ENG 495,Independent Study,1-3,,,consent of Department Chair,Independent study and research in a specific field of English language or phase of literary production. May be repeated for a maximum of 6 hrs. credit.
ENG 503,Intensive Creative Nonfiction Workshop,3,,,ENG 403 or consent of instructor after submission of acceptable manuscript,Craft and theory of writing creative nonfiction. Manuscript construction. Cross-listed with ENG 403.  Repeatable to a maximum of 6 hours.
ENG 506,Writing in the Professions,3,,,,Study and practice of the writing conventions and rhetorical characteristics of individual professions.
ENG 507,Intensive Poetry Workshop,3,,,Open to graduate students by consent of instructor. Open to undergraduate students with credit for ENG 407 or consent of instructor,Craft and theory of writing poetry.  Manuscript construction. Course repeatable to a maximum of 6 hours. Cross-listed with ENG 407.
ENG 508,Intensive Fiction Workshop,3,,,Open to graduate students by consent of instructor. Open to undergraduate students with credit for ENG 408 or consent of instructor,Craft and theory of writing fiction.  Manuscript construction. Repeatable to a maximum of 6 hours. Cross-listed with ENG 408.
ENG 509,Intensive Screenwriting Workshop,3,,,Open to graduate students by consent of instructor. Open to undergraduate students with credit for ENG 207 or consent of instructor,Creative writing workshop in screenwriting taught by English faculty member in collaboration with professionals in the entertainment industry.  Manuscript construction. Cross-listed with COM 409 and ENG 409. Repeatable to a maximum of 6 hours.
ENG 550,Language Theory,3,,,senior or graduate standing,"Study of the relationships between language and writing, thinking, and society."
ENG 560,Writing Theory,3,,,senior or graduate standing,Theoretical approaches to the study of writing.
ENG 570,Contemporary Literary Criticism,3,,,,"Advanced study of contemporary critical approaches to literature, including, but not limited to, feminism, semiotics, cultural criticism, poststructuralism. Study of the critical theories and applications of the criticisms to literary texts."
ENG 580,Theories and Methods of Teaching Composition,3,,,,Theoretical and pedagogical issues and approaches in teaching composition.
ENG 600,Theory and Practice of English,3,,,,"Overview of the practices, theories, and history of the field of English and an introduction to the Bradley program. Required of all graduate students in English. Must be taken in the first nine hours."
ENG 630,American Periods,3,,,,Study of selected periods or movements from the 17th century to the present. May be repeated under a different topic for a maximum of six hours credit.
ENG 640,English Periods,3,,,,Study of selected periods or movements from the 7th century to the present. May be repeated under a different topic for a maximum of six hours credit.
ENG 650,Selected Authors,3,,,,Study of one or two authors who write in English. May be repeated under different authors for a maximum of six hours credit.
ENG 660,Genres,3,,,,"Study of a single genre: fiction, prose, poetry, or drama. May be repeated under a different genre for a maximum of six hours credit."
ENG 680,Advanced Topics in Writing,3,,,,"Advanced study of the theory and practice of compositional processes, with focus on a particular genre or area of writing.  May be repeated for a maximum of six hours credit."
ENG 690,Internship in Literature,3,,,21 hrs. English graduate courses,"Theory, analysis, and practice of literature within the context of an undergraduate literature course."
ENG 691,Internship in Writing,3,,,21 hrs. English graduate courses,"Theory, analysis, and practice of writing within the context of an undergraduate composition class."
ENG 695,Independent Study,1-3,,,,"Independent research in literature, writing, or theory."
