Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
CON 452,Green Construction and LEED,3,,,CON 270 & CON 326,"Green design, construction, and operations from a project management standpoint.  Introduction to the design and construction of high performance green buildings.  Building-Community Interaction.  Economical and ecological benefits of green buildings.  Preparation for the LEED GA Exam."
CON 481,Projects I,1-3,,,Consent of Advisor,Supervised individual study of construction projects.
CON 482,Projects II,1-3,,,Consent of Advisor,Supervised individual study of construction projects.
CON 487,Design of Steel and Concrete Structures,3,,,IMT 324 or equivalent,Introduction to structural analysis and design of steel and reinforced concrete members; application to construction problems.
CON 489,Design of Wood and Masonry Structures,3,,,CON 487 or equivalent,"Design and detailing of wood and masonry structures. Application to industry problems in bracing, formwork, and temporary excavation supports."
CON 490,Special Topics I,1-3,,,consent of advisor,Topics of special interest which may vary each time course is offered. Topics are stated in the current Schedule of Classes.
CON 491,Special Topics II,1-3,,,consent of advisor,Topics of special interest which may vary each time course is offered. Topics are stated in the current Schedule of Classes.
CON 494,Construction Practice,3,,,CON 380,Business ethics in construction; responsibilities and professionalism; construction business practices.
CON 498,Senior Project,3,,WI,CON 493,"Application of construction principles to actual industry projects.  Detailed estimate of the project, bidding strategies, site layout/development plan for construction staging, preparation of sample contracts using AIA and AGC formats, construction scheduling, project closeout plan, jobsite safety plan, and strategies to achieve LEED rating points."
CON 520,Advanced Construction Practice,3,,,CON 494,"Issues of the processes affiliated with the construction and engineering consulting profession: project delivery, conception through construction of projects, phases of design, and unique challenges. Case studies will be utilized."
CON 522,Advanced CADD,3,,,CON 224 or CE 224,Applications of CAD systems. Visualization and optimization of the processes used in construction through three-dimensional modeling and utilization in various civil engineering and construction applications.
CON 524,Building Information Modeling,3,,,CON 224 or CE 224,"Application of state-of-the-art technology in projects during various phases from inception to completion including planning, design, procurement, construction, handing over, and operation and maintenance. Investigation of different available tools and technologies in recording, storing, and sharing project information."
CON 526,Advanced Construction Estimating,3,,,CON 326,"Advanced techniques in taking-off quantities, pricing techniques, computer estimating, and bidding strategy models."
CON 528,Advanced Construction Scheduling,3,,,CON 392,"Project scheduling methods with emphasis on network scheduling techniques, work breakdown structure (WBS), resource and cost loading, scheduling under uncertainties, project time compression, resource leveling, scheduling for linear projects (LOB), time-cost trade-offs, project status, reporting and updating, schedules as tools for claims documentation. Case studies. Computer based."
CON 529,Advanced Construction Contracts,3,,,CON 380,Issues in the administration and implementation of a construction contract. Coordinating and controlling the construction project under legal and ethical considerations.
CON 536,TQM Principles,3,,,QM 262 or equivalent,Theory and analysis of the Total Quality Management system as applied within the construction industry. Case studies.
CON 537,Construction Simulation,3,,,QM 262 or equivalent,"Decision making using simulation and simulation languages to model construction operations. Simulation of construction process using what-if analysis. Role of simulation and decision making in the planning and scheduling phases in the construction industry. Topics include introduction to discrete event simulation, generation of random numbers, queuing, simulation languages for construction."
CON 540,Project and Company Management,3,,,CON 326 and CON 392,"Unique issues of company and project management in the construction industry not traditionally found in construction programs, such as fraud, regulatory issues, and international construction. Presentations on project and company management by renowned experts will give the student knowledge and insights on new trends, innovative procedures, practical case studies, and exposure to innovation in construction. The course will give the student knowledge of the business aspects of running a wide range of construction companies and a variety of projects."
