Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
MIS 471,Business Analytics Software and Applications II,3,,,QM 262 or MTH 111 or MTH 325,"Explores data analysis and statistical methods as well as best practices for continuous iterative investigation of past business performance to gain insights and drive business planning. Exposes the students to several aspects of Business Analytics. Investigates data analytics fundamentals, data cleansing and transformation, and supervised/unsupervised data mining techniques for tasks like targeted mailing campaigns, customer segmentation, customer churn, fraud detection and market basket analysis."
MIS 473,Data Visualization for Business Analytics,3,,,MIS 272,"Visual illustration of how to better understand data, present clear evidence of findings to an intended audience, and tell appealing stories through data graphics. The topics covered include but are not limited to: design principles, multivariate displays, geospatial displays, dashboards, interactive and animated displays. Some knowledge of basic programming (in any language) will be helpful, but not required. We will use several tools to refine our data and create, edit, alter, and display their visualizations."
MIS 478,MIS Capstone Consulting Project,3,,,MIS 375,"Students provide consulting to clients for projects, such as information systems development, the evaluation and/or implementation of new technology and other technology related business needs. Application of concepts and skills of project management."
MIS 479,Topics in Management Information Systems,3,,,stated in current schedule of classes,Topics of special interest which may vary each time course is offered. Topic and prerequisite stated in current Schedule of Classes. May be repeated under different topics for a maximum of six hours credit.
MIS 490,Capstone Project for Business Analytics,3,,,MIS 471 and MIS 473,Applies the concepts and skills learned by Business Analytics undergraduate students. Students are required to work on a team with a business client on an analytics project.
MIS 499,Independent Studies in Management Information Systems,1-3,,,Stated in current Schedule of Classes,"Studies undertaken by academically qualified students under the guidance of a faculty member, with the approval of the chair of the Department of Entrepreneurship, Technology, and Law. May be repeated under different topics for a maximum of six hours credit."
MIS 570,Introduction to Business Analytics,3,,,,"Introduces the concepts of business analytics in general.  Illustrates the use of spreadsheet software for descriptive, prescriptive and predictive analytics and decision making. Introduces students to relational databases, queries and visual analytics software."
MIS 571,Business Analytics Software and Applications II,3,,,A statistics course and consent of the department chair.  May not register for MIS 571 if credit earned for MIS 471,"Explores data analysis and statistical methods as well as best practices for continuous iterative investigation of past business performance to gain insights and drive business planning. Exposes the students to several aspects of business analytics. Investigates data analytics fundamentals, data cleansing and transformation, and supervised/unsupervised data mining techniques for tasks like targeted mailing campaigns, customer segmentation, customer churn, fraud detection and market basket analysis."
MIS 572,Information Systems Management,2,,,Foster College of Business Graduate Student or Consent of Associate Dean,"Knowledge and application of information-related resources from a management perspective: identifying information needs, strategic uses of information systems, emerging information technologies, legal issues in information technology, managing information resources effectively."
MIS 573,Data Visualization for Business Analytics,3,,,MIS 570.  May not register for MIS 573 if credit earned for MIS 473,"Visual illustration of how to better understand data, present clear evidence of findings to an intended audience, and tell appealing stories through data graphics. The topics covered include but are not limited to: design principles, multivariate displays, geospatial displays, dashboards, interactive and animated displays. Some knowledge of basic programming (in any language) will be helpful, but not required. We will use several tools to refine our data and create, edit, alter, and display their visualizations."
MIS 590,Capstone Project for Business Analytics,3,,,MIS 571 and MIS 573,Applies the concepts and skills learned by Business Analytics graduate students. Students are required to work on a team with a business client on an analytics project.
MIS 613,Advanced Algorithms for Business,3,,,Consent of Instructor or MIS 275 or CIS 275\x09\x09,"Study of advance algorithms focusing on complex data structures and nonlinear systems using chaos and fractal theory for quantitative analysis.  Course implements graphical geometry to represent recursion, termination of solution progress, limits, self-similarity and moving target analysis as it applies to business based financial approximations.  This course is tailored to the needs of Master of Science in Quantitative Finance (MSQF) and Master of Business Administration (MBA) students.  Various programming environments will be used to program solutions."
MIS 614,Topics in Advanced Business Technology,3,,,Consent of Instructor\x09\x09,Study of advanced topics in business technology.  Topics may vary each time course is offered.  Topics  will be stated in current schedule of classes.  May be repeated for a total of 6 credit hours.
MIS 658,Topics in Management Information Systems,1-6,,,Stated in current Schedule of Classes,"Topics of special interest, which may vary each time the course is offered. May be repeated under different topics for a maximum of six (6) hours credit.  Topic stated in current Schedule of Classes."
MIS 660,Readings in Management Information Systems,1-6,,,Advancement to candidacy; consent of instructor and director of graduate programs,"Individual readings in Management Information Systems for qualified students, under the guidance of a member of the faculty. Repeatable to a maximum of 6 credit hours."
MIS 671,Productivity Software for Managers,3,,,,"The use of packaged software to improve personal productivity in the business environment: spreadsheets, databases, presentation graphics, database retrieval, statistics, word processing, and electronic mail. Problem-solving laboratory exercises using the different software packages."
MIS 673,Data Communications for Managers,3,,,MIS 672 or consent of director of graduate programs,"Data communications for supporting management decision making and group coordination: communication technologies, idea generation and group collaboration, data and video conferencing, emerging technologies for communication and coordination."
ENT 280,Entrepreneurial Creativity,3,,,,"Toolkit to think more innovatively.  Students will gain knowledge of various theories of creativity and innovation and will learn how to rebuild cognitive models.  By the end of the semester, students will develop at least one marketable business opportunity."
ENT 289,Topics in Entrepreneurship,1-3,,,,"Topics of special interest in entrepreneurship, which may vary each time the course is offered. Topic and prerequisite stated in current Schedule of Classes.  May be repeated under different topics for a maximum of six hours credit."
ENT 381,Entrepreneurship for Non-Business Students,3,,,"Junior Standing, Not open to Business Majors, Cannot earn credit if taken ENT 382","This course is designed for students throughout the Bradley campus, except for those majoring in business.  Whether your major is the arts, engineering, education, or science, the focus will be on how to launch a new venture enterprise.  Students may have a serious interest in starting a business or only want to explore the world of entrepreneurship.  The course will answer the question,""Would creating my own enterprise be for me?""  Subjects include finding an opportunity, determining if there would be satisfied customers, the use of a business plan, obtaining financing/resources, and deciding on the next steps to take.  Students will develop an idea for starting a new venture."
ENT 382,Entrepreneurship Startups,3,,,ATG 157;  42 credit hours and a declared entrepreneurship first major or junior standing for other majors,"Activities involved in starting, financing, growing, and harvesting a new business venture. Entrepreneurs and their behavior, analysis of opportunities, obtaining capital, and venture strategies."
ENT 383,Managing Entrepreneurial Growth,3,,,M L 350 and junior standing,"Students will gain a better understanding of the challenges of growing an entrepreneurial business. The course will focus on adapting growth strategies, marketing, cash management and personnel in changing competitive environments."
ENT 384,Entrepreneurial Finance,3,,,ENT 382 or FIN 322,"Planning and strategies involved in starting or expanding a business. Emphasis on capitalization, record keeping, liquidity management, fixed asset management, financial analysis, expansion strategies, establishing firm value, and exiting the firm. Cross-listed with FIN 384."
ENT 385,Technology Entrepreneurship,3,,,Junior Standing,This course focuses on fostering the analytical and conceptual skills required to develop and test the feasibility of technology-based product-focused business concepts.  The course will expose the student to issues that a product-focused company would face when attempting to launch a new venture.
ENT 386,Social Entrepreneurship,3,,,Junior Standing,"This course is designed to give students some of the tools and knowledge necessary for understanding, launching and managing a social venture (not for profit or for profit). Social entrepreneurship combines the passion of a social mission with the techniques of the discipline of business. The social entrepreneur applies practical solutions to societal problems. The result may be a new product, new service, or new approach to a social problem."
ENT 387,Family Business,3,,,56 hours,"Family-controlled businesses are characterized by challenges that threaten their continuity and distinct core competencies that can result in unique competitive advantages. The course will explore and analyze family business continuity challenges and best management, family, and governance practices for leading family-owned businesses. Since the focus is on pragmatic, action-oriented, management, governance, and family/business leadership skills, the course will be taught primarily through live and written cases, discussions, lectures, and a study/consultation experience with a family business."
ENT 389,Advanced Topics in Entrepreneurship,1-3,,,,"Advanced topics of special interest in entrepreneurship, which may vary each time the course is offered. Topic and prerequisite stated in current schedule of classes.  May be repeated under different topics for a maximum of six hours credit."
ENT 482,The Entrepreneurial Experience,3,,,ENT 382 or ENT 381 or consent of instructor,"This entrepreneurship course is for students who have one or more ideas for starting a business (or nonprofit).  The idea could be a retail shop or a biotech product, whatever the students decide. The course is heavily focused on actually creating an enterprise, ideally up to selling products or services. It is also possible to work on an existing venture concept and contribute to its actual development. This ""hands on"" course will enable students to launch ventures after the course concludes, with mentoring and assistance from the Turner Center."
ENT 488,Internship in Entrepreneurship,1-3,,,junior standing; entrepreneurship major; 2.5 overall GPA; at least one entrepreneurship-related course,Supervised experience with an approved new or emerging firm or with an agency providing assistance to emerging high-technology firms. Application of entrepreneurship skills. Written application required (available from internship director). May be repeated for a maximum of 3 hours.
ENT 499,Independent Study in Entrepreneurship,1-3,,,Junior standing and stated in the Schedule of Classes,"Studies undertaken by academically qualified students under the guidance of a faculty member, with the approval of the chair of the Department of Entrepreneurship, Technology, and Law.  May be repeated up to 6 hours."
ENT 660,Additional Readings in Entrepreneurship,1-6,,,Advancement to candidacy; consent of instructor and director of graduate programs,"Individual readings for qualified students, under the guidance of a member of the faculty. 1-3 hours, may be repeated up to 6 hours under different titles/topics."
ENT 682,Entrepreneurship,3,,,,"This course is for MBA students who wish to explore launching a venture of their own or immersing themselves in another actual venture.  Beyond the readings, a variety of exercises, live cases and other learning opportunities will enable participants to partially customize the course content to fit their needs and interests.  Several specialists and entrepreneurs will serve as distinguished guest entrepreneurs for certain sessions.  This is an applied, experiential course that allows for the application of knowledge from other MBA courses.  A primary focus will be on conducting a venture feasibility or other project."
ENT 689,Topics in Entrepreneurship,1-6,,,Stated in current Schedule of Classes,"Conceptual treatment of topics important to entrepreneurship. Topics stated in current Schedule of Classes.  1-3 hours, may be repeated up to 6 hours under different titles/topics."
BLW 289,Topics in Business Law,1-3,,,,"Topics of special interest in business law, which may vary each time the course is offered. Topic and prerequisite stated in current Schedule of Classes.  May be repeated under different topics for a maximum of six hours credit."
BLW 342,Legal Environment of Business,3,,SB,junior standing,"Introduction to the fundamentals of law as it relates to business including the social, equitable, and ethical concerns.  The influence of the government regulation of business including procedure, managing disputes, constitutional law, contracts, torts, international business, business organizations, labor, agency, environmental concerns, and consumer law.  Emphasis on analytical legal reasoning and the case method."
BLW 345,Law of Business,3,,WI,BLW 342,"Principles of the law of contracts, sales and the commercial code, commercial paper, agency, business organizations, and bankruptcy."
BLW 347,Law and the Entrepreneur,3,,,junior standing,"Introduces students to legal requirements of forming a business and how to anticipate legal concerns and risks during the life of the business.  Covers legal issues, such as intellectual property, contracts, entity formation, and venture capital funding."
BLW 355,Labor-Management Relations,3,,,Junior standing; M L 350 or consent of ETL department chair,"Collective bargaining as a social innovation in labor-management relations. Current public policy, major substantive issues in management and union policies, and tactics in collective bargaining and dispute settlement. Case studies."
BLW 360,Business & Intellectual Property,3,,,Junior standing,Introduction to the different types of intellectual property a business may acquire and the legal principles surrounding the protection of the intellectual property.
BLW 389,Advanced Topics in Business Law,1-3,,,,"Advanced topics of special interest in business law, which may vary each time the course is offered. Topic and prerequisite stated in current schedule of classes.  May be repeated under different topics for a maximum of six hours credit."
BLW 395,Real Estate Law,3,,,junior standing,"Basic principles of real estate law and practices including extent of real estate interests, present and future interests and non-possessory interests, fixtures, liens, legal descriptions, co-ownership, landlord-tenant, brokerage, contracts, financing, mortgages, deeds, closing, transfer of real estate after death, and tax aspects."
BLW 446,Employment Law,3,,,BLW 342,"Legal issues surrounding employment, including the employment relationship, equal opportunity laws, discrimination, personnel handbooks, testing, workers' compensation, federal wage and hour law, OSHA, ERISA, and federal labor law."
BLW 499,Independent Studies in Business Law,1-3,,,Junior standing,"Studies undertaken by academically qualified students under the guidance of a faculty member, with the approval of the chair of the Department of Entrepreneurship, Technology, and Law.  Repeatable to 6 s.h."
BLW 540,Legal Environment for Managers,3,,,Foster College of Business Graduate Student or consent of Associate Dean,"Analysis of the basic principles of business law while focusing on global information technologies using the case study method. Topics will include an understanding of the legal system, ethics, cybertorts, cybercrimes, information privacy issues, intellectual property, and contracts."
BLW 542,Legal Environment of Business,2,,,Consent of director of graduate programs,"Analysis of the legal environment in which business operates emphasizing the ethical and equitable influence on legal development. Study of specific areas of procedure, constitutional law, contracts, torts, international business law, business organizations, and the regulatory environment related to labor, environmental, and consumer law. Cannot be used to satisfy MBA elective or concentration requirements."
BLW 648,Legal Aspects of Fraud Examination,3,,,Graduate student in the Foster College of Business or consent of instructor,Introduces students to the various legal issues associated with both civil and criminal fraud examinations and the process of taking the fraud issues to trial.
BLW 689,Topics in Business Law,1-3,,,,"Conceptual treatment of topics related to business law.  1-3 hours, may be repeated up to 6 hours under different titles/topics."
