Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
PHY 367,Statistical and Thermal Physics,3,,,PHY 330; PHY 202 or 380,"A theoretical treatment of classical thermodynamics with applications of the first and second laws, and an introduction to statistical mechanics, including quantum statistics, canonical and grand canonical ensembles, general properties of the partition function, applications of statistical mechanics to fluid and solid systems, and the Ising model."
PHY 380,Quantum Physics,3,,,PHY 201. Corequisite: The appropriate section of PHY 350,"Foundations of quantum theory: deBroglie's postulate, Bohr model of the atom, and the Schrodinger equation; applications of quantum theory to atoms, solids, nuclei, and particles; relativity."
PHY 381,Quantum Physics Laboratory,2,,,,Laboratory: experiments designed to investigate quantum physics phenomena. CoRequisite: PHY 202 or PHY 380
PHY 399,Special Problems in Physics,1-3,,,Physics preparation sufficient for the problem; consent of instructor and Department Chair,Qualified students work on an individually assigned problem and prepare oral and written reports on the problem solution. Approved for off-campus programs when required. May be repeated for a maximum of 6 hrs. credit.
PHY 440,Advanced Nanophysics,3,,,"PHY 202 or PHY 380, MTH 223","Covers the fundamental principles of quantum scales and the consequences of scale reduction and limitations; quantum mechanical effects of nanostructures and their impacts on the macro world; nanoscale phenomena and applications based on magnetism, spin, and superconductivity; fabrication of nanostructures; introduction to characterization techniques; silicon-based nanoelectronics; latest and future nanoscience and nanotechnological advances and challenges."
PHY 441,Advanced Nanophysics Laboratory,2,,,PHY 202 or PHY 380,Experiments associated with synthesis and characterization of nano-scaled structures: fabrication methods; diffraction techniques; electron spectroscopies; electron microscopy; atomic force microscopy.
PHY 460,Advanced Electricity and Magnetism,3,,,PHY 360 Corequisite: MTH 414 or a 500-level MTH course,"Solution to Laplace's equation, method of images, boundary value problems, plane electromagnetic waves in vacuum, magnetic materials, and conductors; reflection and refraction, guided waves, and radiation of electromagnetic waves."
PHY 480,Quantum Mechanics I,3,,,"PHY 330; PHY 202 or 380, 306 or consent of instructor. MTH 207 recommended","Inadequacies of classical physics when applied to problems in atomic and nuclear physics. Development of mathematical formalism used in basic quantum theory, with applications to simple models of physical systems."
PHY 482,Quantum Mechanics II,3,,,PHY 480,The mathematical formalism of quantum mechanics with applications to problems of electron spin and many-particle systems will be studied along with the development of approximation techniques with applications to complex physical systems.
PHY 539,Topics in Theoretical Physics,3,,,"PHY 330, 305, 480; consent of instructor",Topics of special interest which may vary each time course is offered. Topic stated in current Schedule of Classes.
PHY 568,Condensed Matter Physics,3,,,"Physics majors: PHY 330, 202 or 380; PHY 305. Other majors need instructor consent","Introduction to the physics of the solid state and other condensed matter especially for students of physics, materials science, and engineering; structure of crystals; molecular binding in solids, thermal properties, introduction to energy band structure and its relation to charge transport in solids, semiconductors, superconductivity."
