Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
C E 393,Sustainability and Public Policy,2,,,MTH 122,"Introduction to engineering economics with applications to assessment of sustainable alternatives in infrastructure, ability to engage in life-long learning, knowledge of contemporary issues, understanding professional and ethical responsibility, and ability to function on multi-disciplinary teams. Applications of systems engineering concepts including optimization."
C E 422,Foundation Analysis and Design,3,,,"CE 350, CE 365","Analysis and design of footings, raft foundations, retaining walls, piles, and caissons, based on current theories and design considerations in soil mechanics, concrete, and steel."
C E 430,Water Supply & Hydraulic Engineering,3,,,CE 260,"Water use and wastewater generation. Conveying and distributing water. Wastewater and stormwater conveyance system design. Design of storage structures and other systems for water conservation and water use; open channel flow, closed conduit flow, hydraulic structures, hydraulic power conversion."
C E 442,Design of Steel Structures,3,,,CE 359,Design of steel structural members. Behavior of members and connections. Theoretical and practical considerations in member selection and joint design.
C E 465,Surface Water Hydrology,3,,,"CE 260, CE 310 or equivalent","Introduction to hydrological cycle. Hydrologic measurements and monitoring. Surface water hydrology: runoff and the catchment, hydrographs, unit hydrographs, hydrograph routing, urban and small watershed hydrology, hydrologic design, synthetic streamflows, simulation models, applications of probability and statistics to surface water hydrology."
C E 480,Transportation Engineering,3,,,CE 224,"Introduction to transportation engineering and planning as it relates to highways. Characteristics of highway systems: the driver, vehicle and roadway, traffic engineering studies, highway safety, traffic flow fundamentals, capacity and level of service concepts, intersection traffic control, transportation planning and site impact analysis, geometric design of highways."
C E 481,Projects I,1-3,,,consent of advisor,Supervised individual study of civil engineering projects.
C E 482,Projects II,1-3,,,consent of advisor,Supervised individual study of civil engineering projects.
C E 491,Special Topics I,1-3,,,consent of advisor,Topics of special interest which may vary each time course is offered. Topics are stated in the current Schedule of Classes.
C E 492,Special Topics II,1-3,,,consent of advisor,Topics of special interest which may vary each time course is offered. Topics stated in current Schedule of Classes.
C E 493,Civil Engineering Design Project I,3,,WI,CE 393,"First of a two-semester course design project sequence. Discussions of the relationship between the owner, architect, consultant, superintendent, construction manager, general contractor and subcontractors. Methods of project delivery, Project concepts through construction, design phases, and project challenges. Leadership, ethics, public policy issues, LEED, and basic business management practices. Oral and written report of preliminary plan."
C E 498,Civil Engineering Design Project II,3,,WI,"C E 493, CON 326, and consent of advisor","Detailed design of systems. Application of engineering design principles to realistic projects in structural engineering, environmental engineering, site development. Codes and standards, feasibility studies, consideration of design alternatives, selection criteria including systems sustainability, and aesthetics. Oral and written report of final design with specifications, engineering drawings, and project cost estimates."
C E 508,Advanced Soil Mechanics,3,,,CE 350,"Consolidation theory and settlements, stress-path method, strength and deformation behavior of soils, failure theories, confined flow, flow nets, numerical analysis of flow, unconfined flow, seepage through earth dams. Laboratory experiments on consolidation and shear strength."
C E 515,Advanced Foundation Engineering,3,,,CE 422,"Advanced pile capacity formulations, buckling, and lateral loading. Mat foundations, finite difference solutions. Foundations on difficult soils. Slope stability; stability of earth dams. Excavations; geotechnical instrumentation."
C E 520,Advanced Numerical Methods,3,,,CE 210.  Not open to students who have previously earned credit in CE 610,Selected numerical methods and applications chosen to meet current needs for solving problems in civil engineering.
C E 541,Pollution Modeling,3,,,CE 360,"Phenomena that affect mass balance of contaminants in environmental systems. Advection, diffusion, dispersion, and interfacial mass transfer. Physical, chemical, and biological descriptions of these processes with mathematical models. Solutions to these models with illustrations from reactor engineering and surface water quality modeling. Application to actual process reactor."
C E 542,Advanced Water Treatment,3,,,CE 360,"Design of physical and chemical unit processes and unit operations with an emphasis on water treatment. Design of aeration systems, coagulation and flocculation processes, sedimentation tanks, filtration systems, chemical precipitation processes, ion exchange processes, and disinfection processes. Advanced purification methods including adsorption, reverse osmosis, electro-dialysis, and membrane processes. Treatment and disposal of physiochemical process sludges."
C E 543,Advanced Wastewater Treatment,3,,,CE 360,Application of concepts from microbiology and biology to environmental engineering systems. Detailed integrated design of waste water treatment. Microbiology of waste water treatment processes and soil bioremediation processes. Interaction between biogeochemical phenomena and microbial processes in an environmental engineering context.
C E 546,Groundwater Hydrology,3,,,CE 260,"Groundwater in the hydrological cycle, fundamentals of groundwater flow; flow net analysis; steady-state and transient well testing techniques for parameter estimation; multiple well systems; leaky aquifers; sea water intrusion; groundwater investigation; artificial recharge of aquifers, design of wells; subsidence and lateral movement of land surface due to groundwater pumping. Design and computer applications."
C E 555,Sustainability and Environmental Regulations,3,,,CE 360 or CON 352,"Sustainability as it is expressed in environmental regulations and policies for conventional and hazardous wastes in air, water, and groundwater. Toxicological, risk assessment, risk-based engineering, and regulatory aspects for the sustainable management of all types of waste."
C E 558,Solid Waste Management,3,,,CE 350 or CON 320,"Sources, composition, and properties of solid waste. Transport of solid wastes and design of transfer stations. Separation, transformation, and recycling of waste materials. Landfill siting. Leachate generation, collection, and removal systems. Liner system design. Landfill settlement and stability analysis. Accelerated treatment of solid waste. Methane recovery from landfills. Closure, restoration, and rehabilitation of landfills. Case studies."
C E 560,Advanced Structural Analysis,3,,,CE 210 and CE 359,"Direct stiffness method for the analysis of two-dimensional trusses and frames, equivalent nodal forces, thermal and settlement effects, principle of virtual work, space trusses, grid structures, static condensation, Lagrange multipliers, tapered elements."
C E 562,Advanced Steel Design,3,,,CE 442,Structural framing systems; rigid frame design; design of bracing; design of simple rigid and moment resisting connections; torsion of steel open sections; design of beams subjected to torsion; design of steel plate girders; design of composite beams.
C E 565,Advanced Concrete Design,3,,,CE 365,Advanced topics in flexural design; torsion in beams; behavior and design of slender columns; biaxial bending of columns; design of two-way slabs; behavior and design of frame-wall structural systems; inelastic analysis of flexural members; use of strut and tie analysis; yield line analysis; design of mat foundations.
C E 567,Prestressed Concrete Design,3,,,CE 365,Theory and analysis of prestressed concrete members by various methods of prestressing; design of simple and continuous beams and slabs; prestress losses; composite beams. Extensive study of materials used in prestressed concrete. Precast concrete systems.
C E 570,Advanced Mechanics of Materials,3,,,CE 270,Two- and three-dimensional stress and strain at a point; two-dimensional elasticity; beams on elastic foundations; torsion of noncircular sections; curved beams; unsymmetrical bending; plastic collapse and limit analysis.
C E 575,Structural Dynamics,3,,,CE 210 and CE 359,Single degree of freedom systems; multi-degree of freedom systems; lumped mass and consistent mass-MDOF beams; free and forced vibrations; earthquake loading; impact and impulsive loads; numerical procedures.
C E 577,Seismic Design,3,,,CE 365 and CE 442,"Theory, analysis, and design of building structures under earthquake loading. Application of current codes and standards related to steel, concrete, masonry, and wood structures."
C E 580,Highway Safety,3,,,CE 310 and CE 480,"Safety aspects of streets and highways; planning, implementation, and evaluation of highway safety improvement projects and programs. Highway risk analysis and risk management systems."
C E 583,Geometric Highway Design,3,,,CE 480,"Application of standards, theory, and practice in design of streets and highways. Design of streets and highways including cross section elements, shoulder, and roadside features."
C E 587,Traffic Signal Design,3,,,CE 480. Not open to students who previously earned credit in CE 581,"Analysis and design of traffic signals for isolated intersections and coordinated systems. Hardware, communication, and detection systems associated with signal systems. Fundamental concepts of simulation of traffic operations. Application of optimization/simulation computer software programs."
C E 588,Transportation Economics,3,,,CE 393. Not open to students who previously earned credit in CE 582,"Application of engineering economy for transportation systems; analysis of congestion costs, highway transportation costs, and road user consequences. Identification and measurement of highway benefits, concepts of value and time, and willingness to pay; discount rate and vest charge; concepts of depreciation and service life; life cycle cost analysis; evaluation of transportation alternatives and evaluation of completed projects/programs."
C E 591,Advanced Topics I,1-3,,,Consent of department chair,"Topics of special interest, which may vary each time course is offered. Topic stated in current Schedule of Classes."
C E 592,Advanced Topics II,1-3,,,Consent of department chair,"Topics of special interest, which may vary each time course is offered. Topic stated in current Schedule of Classes."
C E 593,Advanced Project I,1-3,,,Consent of department chair,Supervised individual study of civil engineering and construction projects.
C E 594,Advanced Project II,1-3,,,Consent of department chair,Supervised individual study of civil engineering and construction projects.
C E 650,Site Remediation,3,,,CE 350 and CE 360,"Preliminary studies and engineering design of various treatment technologies used for remediation of contaminated soil and groundwater. Brownfield remediation. Soil  composition and behavior, development and movement of groundwater. Soil sampling and monitoring of contaminants in groundwater. Drilling techniques based on soil type. Processes affecting the distribution of inorganic and organic pollutants in the environment, exchange among soil, water, sediment, and biota."
C E 655,Environmental Management Modeling,3,,,CE 360,"Development, solution, and interpretation of management models used in environmental planning and water resource systems. Risk analysis and management. Risk and how its various aspects influence environmental regulations and policy. Decision making with risk including risk-based design. Environmental impact assessment. Water resource allocation decisions."
C E 670,Theory of Elasticity,3,,,CE 520 and CE 570,Stress and strain tensors; stress on arbitrary planes; principle stresses in three dimensions; equilibrium equations; strain displacement equations and compatibility conditions; transformation of stresses and strains; plane elasticity in rectangular and polar coordinates; boundary value problems; yield and failure criteria; energy principles.
C E 691,Advanced Graduate Topics I,3,,,Consent of department chair,Advanced topics of special interest in civil engineering and construction which may vary each time course is offered. Topic stated in current Schedule of Classes
C E 692,Advanced Graduate Topics II,3,,,Consent of department chair,Advanced topics of special interest in civil engineering and construction which may vary each time course is offered. Topic stated in current Schedule of Classes
C E 693,Advanced Project I,1-3,,,Consent of department chair,Supervised individual study of civil engineering and construction projects.
C E 694,Advanced Project II,1-3,,,Consent of department chair,Supervised individual study of civil engineering and construction projects.
C E 699,Thesis,0-6,,,Consent of department chair,Research on a topic selected by the student and approved by the chair. Repeatable to a maximum of six hours total.
