Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
HIS 331,Samurai in Japanese History,3,,"GP WC,HU,WI",,"Describes the rise and fall of Japan's warrior class and the bushido ethos. The long history of the samurai begins in the 8th century and continues to the present. Focus on two interrelated themes: the historical reality of the samurai and the construction of mythology in both Japanese popular culture and the Western imagination. Topics include warfare, training, values, literature, and family life. Visual sources, including film, are used extensively."
HIS 332,Topics in Modern Latin American History,3,,,,"Offers a deeper understanding of Latin American societies by focusing on one region or country and highlighting events, changes, and important achievements in their broader world context. Emphasizes social changes and cultural perspectives on race, class, gender, religion, sexuality, nation, social justice, ideology, reform, protest, revolution, and poverty. Broad topics include independence movements, regionalism vs. nationalism, neocolonialism, industrialization, politics and the state, the influence of the United States, migration, and globalization."
HIS 333,Cross-Cultural Contacts,3,NW,,,"Cross-cultural encounters inspire societies to look more closely at themselves and sometimes to change in significant ways. In some cases, contact created enduring conflict and misunderstanding. In other cases, contact led to mutually beneficial achievements. This course investigates examples of cross-cultural contacts in world history."
HIS 334,Non-Western History:  Social,3,,,,Topics of special interest which may vary each time course is offered. Topic stated in current Schedule of Classes. May be repeated under a different topic for a maximum of 6 hours credit.
HIS 335,Modern Mexico,3,NW,"GP WC,HU,WI",,"Social, economic, and political development of Mexico since independence. Contemporary problems facing a developing country which has already experienced one social revolution."
HIS 336,Early Non-Western History and Geography,3,NW,"GP WC,HU",,"Analytical and comparative survey of the formative stages of early non-Western civilizations in five geographical regions. The basic cultural patterns and geographical patterns that emerged between approximately 3500 BCE and 1500 CE will be studied, compared, and related to present developments."
HIS 337,Modern Non-Western History and Geography,3,NW,"GP WC,HU",,Growth and development of non-Western civilizations since c. 1500 CE in their geographical contexts. Reactions of indigenous peoples and cultural patterns to Western penetration and imperialism. Present development and practices. Prerequisite:
HIS 338,Russia Since 1917,3,NW,,,"History of Russia from the Bolshevik Revolution to the present. Political, social, economic, and cultural development and theories."
HIS 339,Women in Global Perspective,3,,,,"The changing status of women in light of global economic, social, and political changes in different regions of the world. How women have participated in and contributed to 20th century transformations of the family, community, workplace, social organization, and politics."
HIS 340,Twentieth-Century Europe,3,SF,"GP WC,HU",,"An analytical survey of European history since 1900. Background information on the period before 1914; the First World War and its effects; the rise of fascist, communist, and conservative dictatorships in the 1920s and 1930s; the Second World War and Nazi genocide; major institutions and problems during the Cold War division of Europe; revolutions of 1989-91 and their aftermath."
HIS 341,The French Revolution,3,,,,"An introduction to the varied origins, tumultuous events, international ramifications, and debated aftermaths of the French Revolution"
HIS 342,"Europe, 1789-1914",3,,"HU,MI",,"An analytical survey of the ""long 19th century"" from the French Revolution to the First World War, with an emphasis on social, political, and cultural change. Subjects discussed include the following: the political agenda established by the French Revolution, and ideological responses to it (liberalism, conservatism, nationalism, and socialism); the rise of industrial capitalism and its attendant social and political divisions; competing ways of building and controlling the nation-state; democratizing movements of labor and feminism; everyday family life, gender relations, and sexuality; nationalism/imperialism; cultural movements from Romanticism to Realism to Modernism."
HIS 343,The Enlightenment,3,,,,"The development and influence of the European Enlightenment between the late 17th and early 19th centuries. The social, cultural, political, economic, and religious contexts for intellectual transformation. The legacies of the Enlightenment in the present, and contemporary culture in light of the past."
HIS 345,The History of England I,3,,,,The history of England from the earliest times to 1660.
HIS 346,The History of England II,3,,,,The history of England from 1660 to the present.
HIS 350,Historical Methods Seminar,3,,,History major or consent of instructor,Exploration of historical arguments and debates; methods of interpreting primary sources.
HIS 351,Topics in Historical Methods,0-3,,,,Topics of special interest which may vary each time course is offered. Topic stated in current Schedule of Classes. May be repeated under a different topic for a maximum of 6 hours credit.
HIS 352,Introduction to Digital Humanities,3,,MI,,Digital Humanities (DH) is the application and creation of computing and digital tools and formats to and for questions and problems in the humanities disciplines. Students will approach the field through an introduction to its historical development and an examination and evaluation of current projects within the field that demonstrate how the humanities can utilize and shape digital media.
HIS 375,The Holocaust,3,,,,Origins and course of Nazi genocide against Europe's Jews during the Second World War. Discussion of the Nazis' five million other victims. Survival and resistance. Comparisons with other examples of modern genocide.
HIS 382,"European Women, Gender, and Sexuality Since 1500",3,,,,"Investigates changes in women and families, gender norms and relations, and sexual identities and behaviors in modern Europe. Shows how a gender approach increases understanding of important historical developments, including Renaissance and Reformations; Enlightenment and revolutionary eras; rise of capitalism, socialism, liberalism, and nationalism; total wars, dictatorships, and democracies."
HIS 385,"Science, Technology, and Society",3,SF,,,"An analysis of the interaction between science, technology, and society since the 1600s. The first part addresses the Scientific Revolution, the second the Industrial Revolution, and the third the contemporary scientific and industrial revolutions. In the third part of the course, the examples of the earlier scientific and industrial revolutions, insofar as they affected religious views, daily living conditions, and the meaning of philosophy and science, provide material for comparison as a means of understanding the contemporary situation. Particular attention is given to how social values and assumptions determine the direction of scientific and technological developments."
HIS 405,Independent Reading in History,1-3,,,History major or consent of department chair,Directed reading by qualified students with faculty guidance. For history majors primarily. May be repeated for maximum of 6 hrs. credit.
HIS 406,Individual Study in History,1-3,,,History major or consent of department chair,Special study of individual topics in history with faculty supervision. For history majors primarily. May be repeated for maximum of 6 hrs. credit.
HIS 450,US History Research Seminar,3,,,HIS 203 or 204; HIS 350; and history major; or consent of instructor,Research paper required employing primary sources in U.S. history. May be repeated under different topic for a maximum of 6 hours.
HIS 451,Global Hist Colloquium,3,,,HIS 350; a 300-level European history course; and history major; or consent of instructor,Research paper required employing primary sources in European history. May be repeated under different topic for maximum of 6 hours.
HIS 452,Area Studies Research Seminar,3,,,"HIS 205, 206, 207, or 208, or 300-level course in Area Studies; HIS 350; and history major; or consent of instructor","Research paper required employing primary sources in African, Asian, Latin American, Middle Eastern, or Russian history. May be repeated under different topic for a maximum of six hours."
